"","Year","Date","Region","PlotID","Latitude","Longitude","EncounterType","FlagCode","FlagColor","CurrentFlagCode","CurrentFlagColor","Age","Sex","TrackerType1","TrackerType2","TrackerStatus1","TrackerStatus2","Observer","Comments"
"371",2017,"2/4/2017","Mexico","Playa Pueblo norte/GSC/México",31.73553,-114.6486,"R","6UU","FELG","6UU","FELG","AHY",,"","","","","Adriana","General GPS Location"
"372",2017,"2/17/2017","Mexico","Playa Pueblo norte/GSC/México",31.73553,-114.6486,"R","1HL","FEDG","1HL","FEDG","AHY",,"","","","","Adriana","General GPS Location"
"373",2017,"2/20/2017","Mexico","Entre El Faro y El Cerro/GSC/México",31.73553,-114.6486,"R","6HN","FELG","6HN","FELG","AHY",,"","","","","Adriana","General GPS Location"
"374",2017,"2/21/2017","Mexico","Trailer Park/GSC/México",31.73553,-114.6486,"R","6VA","FELG","6VA","FELG","AHY",,"","","","","Adriana","General GPS Location"
"375",2017,"2/24/2017","Mexico","Playa Pueblo norte/GSC/México",31.73553,-114.6486,"R","1CU","FEDG","1CU","FEDG","AHY",,"","","","","Adriana","General GPS Location"
"376",2017,"2/24/2017","Mexico","Playa Pueblo norte/GSC/México",31.73553,-114.6486,"R","6HN","FELG","6HN","FELG","AHY",,"","","","","Adriana","General GPS Location"
"377",2017,"3/3/2017","Mexico","Los Soldados/GSC/México",31.73553,-114.6486,"R","6UY","FELG","6UY","FELG","AHY",,"","","","","Adriana","General GPS Location"
"378",2017,"3/5/2017","Mexico","Playa Pueblo norte/GSC/México",31.73553,-114.6486,"R","1HL","FEDG","1HL","FEDG","AHY",,"","","","","Adriana","General GPS Location"
"379",2017,"3/5/2017","Mexico","Playa Pueblo norte/GSC/México",31.73553,-114.6486,"R","6HN","FELG","6HN","FELG","AHY",,"","","","","Adriana","General GPS Location"
"380",2017,"3/21/2017","Mexico","Los Soldados (pasando)/GSC/México",31.73553,-114.648629,"R","6EV","FELG","6EV","FELG","AHY",,"","","","","Adriana","General GPS Location"
"381",2017,"3/22/2017","Mexico","Los Soldados/GSC/México",31.73553,-114.6486,"R","1HL","FEDG","1HL","FEDG","AHY",,"","","","","Adriana","General GPS Location"
"382",2017,"3/22/2017","Mexico","Los Soldados/GSC/México",31.73553,-114.6486,"R","6EV","FELG","6EV","FELG","AHY",,"","","","","Hugo","General GPS Location"
"383",2017,"3/22/2017","Mexico","Los Soldados/GSC/México",31.73553,-114.6486,"R","6UU","FELG","6UU","FELG","AHY",,"","","","","Adriana","General GPS Location"
"384",2017,"3/23/2017","Mexico","La Salina/GSC/México",31.73553,-114.6486,"R","6HN","FELG","6HN","FELG","AHY",,"","","","","Adriana","General GPS Location"
"385",2017,"3/24/2017","Mexico","Los Soldados/GSC/México",31.73553,-114.6486,"R","1CV","FEDG","1CV","FEDG","AHY",,"","","","","Adriana y Betsy","General GPS Location"
"386",2017,"3/24/2017","Mexico","Los Soldados/GSC/México",31.73553,-114.6486,"R","1HL","FEDG","1HL","FEDG","AHY",,"","","","","Adriana","General GPS Location"
"387",2017,"3/24/2017","Mexico","Los Soldados/GSC/México",31.73553,-114.6486,"R","6UU","FELG","6UU","FELG","AHY",,"","","","","Adriana","General GPS Location"
"388",2017,"3/24/2017","Mexico","Los Soldados/GSC/México",31.73553,-114.6486,"R","6VV","FELG","6VV","FELG","AHY",,"","","","","Adriana","General GPS Location"
"389",2017,"3/25/2017","Mexico","Los Soldados (pasando)/GSC/México",31.73553,-114.6486,"R","1HL","FEDG","1HL","FEDG","AHY",,"","","","","Adriana","General GPS Location"
"390",2017,"3/28/2017","Mexico","Los Conchales/Guerrero Negro/México",27.92927,-114.1464,"R","1JC","FEDG","1JC","FEDG","SY",,"","","","","Ayala","General GPS Location"
"391",2017,"4/5/2017","Mexico","Tornillal/GSC/México",31.73553,-114.6486,"R","6CA","FELG","6CA","FELG","AHY",,"","","","","Adriana","General GPS Location"
"392",2017,"4/5/2017","Mexico","Tornillal/GSC/México",31.73553,-114.6486,"R","6UC","FELG","6UC","FELG","AHY",,"","","","","Adriana","General GPS Location"
"393",2017,"4/5/2017","Mexico","Tornillal/GSC/México",31.73553,-114.6486,"R","6UU","FELG","6UU","FELG","AHY",,"","","","","Adriana","General GPS Location"
"394",2017,"4/6/2017","Mexico","Los Pinitos/GSC/México",31.73553,-114.6486,"R","1CC","FEDG","1CC","FEDG","AHY",,"","","","","Adriana y Hugo","General GPS Location"
"395",2017,"4/6/2017","Mexico","Los Pinitos/GSC/México",31.73553,-114.6486,"R","1CU","FEDG","1CU","FEDG","AHY",,"","","","","Adriana","General GPS Location"
"396",2017,"4/6/2017","Mexico","Los Pinitos/GSC/México",31.73553,-114.6486,"R","1HL","FEDG","1HL","FEDG","AHY",,"","","","","Adriana","General GPS Location"
"397",2017,"4/6/2017","Mexico","Tornillal/GSC/México",31.735531,-114.648629,"R","6CA","FELG","6CA","FELG","AHY",,"","","","","Adriana","General GPS Location"
"398",2017,"4/6/2017","Mexico","Tornillal/GSC/México",31.735531,-114.648629,"R","6CL","FELG","6CL","FELG","AHY",,"","","","","Adriana","General GPS Location"
"399",2017,"4/6/2017","Mexico","Los Pinitos/GSC/México",31.735531,-114.648629,"R","6UU","FELG","6UU","FELG","AHY",,"","","","","Adriana","General GPS Location"
"400",2017,"4/6/2017","Mexico","Tornillal/GSC/México",31.735531,-114.648629,"R","6VT","FELG","6VT","FELG","AHY",,"","","","","Adriana","General GPS Location"
"401",2017,"4/7/2017","Mexico","Los Pinitos/GSC/México",31.735531,-114.648629,"R","1CU","FEDG","1CU","FEDG","AHY",,"","","","","Adriana y Betsy","General GPS Location"
"402",2017,"4/7/2017","Mexico","Los Pinitos/GSC/México",31.735531,-114.648629,"R","6CL","FELG","6CL","FELG","AHY",,"","","","","Adriana y Betsy","General GPS Location"
"403",2017,"4/7/2017","Mexico","Los Pinitos/GSC/México",31.735531,-114.648629,"R","6UU","FELG","6UU","FELG","AHY",,"","","","","Adriana","General GPS Location"
"404",2017,"4/7/2017","Mexico","Los Pinitos/GSC/México",31.735531,-114.648629,"R","6VV","FELG","6VV","FELG","AHY",,"","","","","Adriana","General GPS Location"
"405",2017,"4/8/2017","Mexico","El Tornillal/GSC/México",31.735531,-114.648629,"R","1HL","FEDG","1HL","FEDG","AHY",,"","","","","Adriana","General GPS Location"
"406",2017,"4/10/2017","Mexico","El Tornillal/GSC/México",31.735531,-114.648629,"R","1CU","FEDG","1CU","FEDG","AHY",,"","","","","Betsy","General GPS Location"
"407",2017,"4/10/2017","Mexico","Los Pinitos/GSC/México",31.735531,-114.648629,"R","1CU","FEDG","1CU","FEDG","AHY",,"","","","","Adriana","General GPS Location"
"408",2017,"4/10/2017","Mexico","La Palma/GSC/México",31.735531,-114.648629,"R","6CA","FELG","6CA","FELG","AHY",,"","","","","Adriana y Betsy","General GPS Location"
"409",2017,"4/10/2017","Mexico","Tornillal/GSC/México",31.735531,-114.648629,"R","6CL","FELG","6CL","FELG","AHY",,"","","","","Adriana","General GPS Location"
"410",2017,"4/10/2017","Mexico","La Palma/GSC/México",31.735531,-114.648629,"R","6VA","FELG","6VA","FELG","AHY",,"","","","","Adriana","General GPS Location"
"411",2017,"4/10/2017","Mexico","Los Pinitos/GSC/México",31.735531,-114.648629,"R","6VV","FELG","6VV","FELG","AHY",,"","","","","Adriana","General GPS Location"
"412",2017,"4/13/2017","Mexico","La Palma/GSC/México",31.735531,-114.648629,"R","1CU","FEDG","1CU","FEDG","AHY",,"","","","","Adriana y Betsy","General GPS Location"
"413",2017,"4/13/2017","Mexico","Los Pinitos/GSC/México",31.735531,-114.648629,"R","6CL","FELG","6CL","FELG","AHY",,"","","","","Adriana","General GPS Location"
"414",2017,"4/13/2017","Mexico","Los Pinitos/GSC/México",31.735531,-114.648629,"R","6UU","FELG","6UU","FELG","AHY",,"","","","","Adriana","General GPS Location"
"415",2017,"4/16/2017","Mexico","Los Soldados/GSC/México",31.735531,-114.648629,"R","6KT","FELG","6KT","FELG","AHY",,"","","","","Adriana","General GPS Location"
"416",2017,"4/19/2017","Mexico","Los Soldados/GSC/México",31.735531,-114.648629,"R","1CV","FEDG","1CV","FEDG","AHY",,"","","","","Adriana y Betsy","General GPS Location"
"417",2017,"4/20/2017","Mexico","Los Soldados/GSC/México",31.735531,-114.648629,"R","1CV","FEDG","1CV","FEDG","AHY",,"","","","","Adriana","General GPS Location"
"1009",2017,"6/10/2017","Alaska","Nome",64.83025374,-165.9979248,"R","1AY","FEDG","1AY","FEDG","AHY",,"","","","","Brian Bardy",""
