"","Year","Date","Region","PlotID","Latitude","Longitude","EncounterType","FlagCode","FlagColor","CurrentFlagCode","CurrentFlagColor","Age","Sex","TrackerType1","TrackerType2","TrackerStatus1","TrackerStatus2","Observer","Comments"
"740",2016,"6/2/2016","Alaska","34 MI",64.81248,-165.95073,"R","6HH","FELG","6HH","FELG","AHY",,"","","","","NRH","Paired with UNB.additional observers -  JVG, , , , "
"790",2016,"6/7/2016","Alaska","34 MI",64.81393,-165.93231,"R","6JT","FELG","6JT","FELG","AHY",,"","","","","JAJ","Seen in very close proximity to a presumed second male out in the far east.additional observers - , , , , "
"846",2016,"6/7/2016","Alaska","34 MI",64.81446,-165.95303,"R","6HC","FELG","6HC","FELG","AHY",,"","","","","JAJ","Single foraging with two other UNB REKN on the east side of the peak.additional observers -  NRH, , , , "
"848",2016,"6/3/2016","Alaska","34 MI",64.81395,-165.93434,"R","MV","FEDG","MV","FEDG","AHY",,"","","","","JVG","Single still.additional observers - , , , , "
"850",2016,"6/7/2016","Alaska","34 MI",64.81443,-165.9559,"R","6XH","FELG","6XH","FELG","AHY",,"","","","","JAJ","Single, foraging near 6HH and UNB female before 6HH chased her off.additional observers -  NRH,  SGB, , , "
"861",2016,"6/5/2016","Alaska","34 MI",64.81313,-165.95215,"R","6HH","FELG","6HH","FELG","AHY",,"","","","","JAJ","Still paired.additional observers -  NRH,  AHU, , , "
"867",2016,"6/5/2016","Alaska","34 MI",64.81341,-165.93929,"R","MV","FEDG","MV","FEDG","AHY",,"","","","","JAJ","Still singleadditional observers - , , , , "
"1010",2016,"6/9/2016","Alaska","37 MI",64.85156,-166.08884,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","JAJ",""
"1011",2016,"6/14/2016","Alaska","34 MI",64.81862,-166.0108,"R","6JH","FELG","1LM","FEDG","AHY",,"","","","","JAJ",""
"1012",2016,"6/21/2016","Alaska","37 MI",64.84563,-166.08302,"R","1AU","FEDG","1AU","FEDG","AHY",,"","","","","JAJ",""
"1013",2016,"6/21/2016","Alaska","34 MI",64.81402,-165.95152,"C","1HH","FEDG","1HH","FEDG","AHY",,"","","","","",""
"1014",2016,"6/21/2016","Alaska","34 MI",64.81067,-165.95718,"C","1HJ","FEDG","1HJ","FEDG","AHY",,"","","","","",""
"1015",2016,"6/21/2016","Alaska","37 MI",64.84344,-166.08554,"R","6TM","FELG","6TM","FELG","AHY",,"","","","","",""
"1016",2016,"6/25/2016","Alaska","34 MI",64.82285,-166.04514,"R","1HC","FEDG","1HC","FEDG","AHY",,"","","","","JVG",""
"1017",2016,"6/25/2016","Alaska","34 MI",64.81191,-165.93773,"R","1HJ","FEDG","1HJ","FEDG","AHY",,"","","","","JVG",""
"1018",2016,"6/25/2016","Alaska","Barrel",64.708,-165.76427,"R","6UX","FELG","6UX","FELG","AHY",,"","","","","LHD",""
"1019",2016,"6/26/2016","Alaska","37 MI",64.84956,-166.08739,"R","1ET","FEDG","1ET","FEDG","AHY",,"","","","","LHD",""
"1020",2016,"6/26/2016","Alaska","37 MI",64.85152,-166.09987,"R","1EV","FEDG","1EV","FEDG","AHY",,"SAT","","Retained","","LHD",""
"1021",2016,"6/26/2016","Alaska","34 MI",64.81596,-165.95496,"R","1HH","FEDG","1HH","FEDG","AHY",,"","","","","LHD",""
"1022",2016,"6/26/2016","Alaska","34 MI",64.81035,-165.94844,"C","1HL","FEDG","1HL","FEDG","AHY",,"","","","","LHD",""
"1023",2016,"6/26/2016","Alaska","34 MI",64.81596,-165.95496,"R","6HH","FELG","6HH","FELG","AHY",,"","","","","LHD",""
"1024",2016,"6/26/2016","Alaska","34 MI",64.8526,-166.09203,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","",""
"1025",2016,"6/27/2016","Alaska","Tombstone",64.9375,-166.20416,"C","1HM","FEDG","1HM","FEDG","AHY",,"","","","","",""
"1026",2016,"6/27/2016","Alaska","37 MI",64.84956,-166.08739,"C","1HN","FEDG","1HN","FEDG","AHY",,"","","","","",""
"1027",2016,"6/27/2016","Alaska","Tombstone",64.93257,-166.20581,"R","6HY","FELG","1KY","FEDG","AHY",,"GEO","","Retained","","",""
"1028",2016,"6/27/2016","Alaska","Tombstone",64.93387,-166.20946,"R","6KT","FELG","6KT","FELG","AHY",,"GEO","","Removed","","",""
"1029",2016,"6/28/2016","Alaska","34 MI",64.82156,-166.04991,"R","1HC","FEDG","1HC","FEDG","AHY",,"","","","","",""
"1030",2016,"6/28/2016","Alaska","34 MI",64.82397,-166.041,"R","1HC","FEDG","1HC","FEDG","AHY",,"","","","","",""
"1031",2016,"6/28/2016","Alaska","34 MI",64.81196,-165.9449,"R","1HL","FEDG","1HL","FEDG","AHY",,"","","","","",""
"1032",2016,"6/28/2016","Alaska","37 MI",64.84295,-166.0838,"R","6TM","FELG","6TM","FELG","AHY",,"","","","","",""
"1033",2016,"6/29/2016","Alaska","34 MI",64.82534,-165.94948,"R","1HJ","FEDG","1HJ","FEDG","AHY",,"","","","","",""
"1034",2016,"6/30/2016","Alaska","Feather",64.84698,-165.94604,"R","1CU","FEDG","1CU","FEDG","AHY",,"","","","","",""
"1035",2016,"6/30/2016","Alaska","Feather",64.84468,-165.90834,"R","6VK","FELG","1JK","FEDG","AHY",,"","","","","",""
"1036",2016,"6/30/2016","Alaska","Feather",64.84834,-165.94289,"R","6HE","FELG","6HE","FELG","AHY",,"GEO","","Removed","","",""
"1037",2016,"7/1/2016","Alaska","37 MI",64.85053,-166.11252,"R","1EV","FEDG","1EV","FEDG","AHY",,"SAT","","Retained","","LHD",""
"1038",2016,"7/2/2016","Alaska","34 MI",64.81937,-166.01305,"C","1HE","FEDG","1HE","FEDG","AHY",,"","","","","LHD",""
"1039",2016,"7/2/2016","Alaska","Tombstone",64.93253,-166.20613,"R","6HX","FELG","6HX","FELG","AHY",,"","","","","LHD",""
"1040",2016,"7/2/2016","Alaska","37 MI",64.856,-166.07259,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","SGB",""
"1041",2016,"7/2/2016","Alaska","Tombstone",64.93476,-166.21001,"R","6KT","FELG","6KT","FELG","AHY",,"","","","","LHD",""
"1042",2016,"7/6/2016","Alaska","34 MI",64.81805,-166.00218,"R","6UU","FELG","6UU","FELG","AHY",,"","","","","LHD",""
"1043",2016,"7/8/2016","Alaska","34 MI",64.81389,-165.93022,"R","1HJ","FEDG","1HJ","FEDG","AHY",,"","","","","LHD",""
"1044",2016,"7/10/2016","Alaska","34 MI",64.8189,-166.0416,"R","1HE","FEDG","1HE","FEDG","AHY",,"","","","","JAJ",""
"1225",2016,"7/18/2016","Alaska","37 MI",64.85048,-166.0884,"C","1KH","FEDG","1KH","FEDG","L",,"RADIO","","New","","LHD",""
"1226",2016,"7/3/2015","Alaska","37 MI",64.84522,-166.0833,"C","1CA","FEDG","1CA","FEDG","L",,"RADIO","","New","","LHD",""
"1232",2016,"7/14/2016","Alaska","Steven",64.84443,-166.01465,"C","1JY","FEDG","1JY","FEDG","L",,"","","","","JAJ",""
"1233",2016,"7/14/2016","Alaska","Steven",64.84443,-166.01465,"C","1KC","FEDG","1KC","FEDG","L",,"","","","","JAJ",""
"1234",2016,"7/2/2016","Alaska","Tombstone",64.94591,-166.206,"C","1JH","FEDG","1JH","FEDG","L",,"","","","","LHD",""
"1235",2016,"6/25/2016","Alaska","34 MI",64.8253,-166.03957,"C","1HK","FEDG","1HK","FEDG","AHY",,"","","","","LHD",""
"1236",2016,"7/18/2016","Alaska","37 MI",64.85048,-166.0884,"C","1KK","FEDG","1KK","FEDG","L",,"RADIO","","New","","LHD",""
