"","Year","Date","Region","PlotID","Latitude","Longitude","EncounterType","FlagCode","FlagColor","CurrentFlagCode","CurrentFlagColor","Age","Sex","TrackerType1","TrackerType2","TrackerStatus1","TrackerStatus2","Observer","Comments"
"451",2015,"4/9/2015","Mexico","Playa Pueblo norte/GSC/México",31.73553,-114.6486,"R","6UJ","FELG","6UJ","FELG","AHY",,"","","","","Adriana","General GPS Location"
"452",2015,"4/10/2015","Mexico","Playa Pueblo norte/GSC/México",31.73553,-114.6486,"R","6CL","FELG","6CL","FELG","AHY",,"","","","","Adriana y Fabiola","General GPS Location"
"453",2015,"4/10/2015","Mexico","Playa Pueblo norte/GSC/México",31.73553,-114.6486,"R","6HN","FELG","6HN","FELG","AHY",,"","","","","Adriana","General GPS Location"
"454",2015,"4/10/2015","Mexico","Playa Pueblo norte/GSC/México",31.73553,-114.6486,"R","6UJ","FELG","6UJ","FELG","AHY",,"","","","","Adriana","General GPS Location"
"455",2015,"4/11/2015","Mexico","Playa Pueblo/GSC/México",31.73553,-114.6486,"R","6HN","FELG","6HN","FELG","AHY",,"","","","","Adriana y Fabiola","General GPS Location"
"456",2015,"4/11/2015","Mexico","Playa Pueblo/GSC/México",31.735531,-114.648629,"R","6UJ","FELG","6UJ","FELG","AHY",,"","","","","Adriana","General GPS Location"
"457",2015,"4/11/2015","Mexico","Playa Pueblo/GSC/México",31.735531,-114.648629,"R","6UY","FELG","6UY","FELG","AHY",,"","","","","Adriana y Fabiola","General GPS Location"
"458",2015,"4/13/2015","Mexico","Playa Pueblo/GSC/México",31.735531,-114.648629,"R","6HN","FELG","6HN","FELG","AHY",,"","","","","Adriana","General GPS Location"
"459",2015,"4/15/2015","Mexico","Playa Pueblo/GSC/México",31.735531,-114.648629,"R","6HN","FELG","6HN","FELG","AHY",,"","","","","Adriana","General GPS Location"
"460",2015,"4/27/2015","Mexico","Playa Pueblo/GSC/México",31.735531,-114.648629,"R","6UH","FELG","6UH","FELG","AHY",,"","","","","Adriana","General GPS Location"
"461",2015,"4/28/2015","Mexico","Playa Pueblo/GSC/México",31.735531,-114.648629,"R","6UH","FELG","6UH","FELG","AHY",,"","","","","Adriana","General GPS Location"
"462",2015,"4/29/2015","Mexico","Playa Pueblo/GSC/México",31.735531,-114.648629,"R","6UJ","FELG","6UJ","FELG","AHY",,"","","","","Adriana","General GPS Location"
"463",2015,"7/10/2015","Mexico","Zona Norte, GSC, Sonora",31.735531,-114.648629,"R","6UH","FELG","6UH","FELG","AHY",,"","","","","Eduardo Soto","General GPS Location"
"464",2015,"7/10/2015","Mexico","Zona Norte, GSC, Sonora",31.735531,-114.648629,"R","6UJ","FELG","6UJ","FELG","AHY",,"","","","","Eduardo Soto","General GPS Location"
"542",2015,"7/7/2015","Alaska","37 MI",64.854969,-166.086794,"R","1AU","FEDG","1AU","FEDG","AHY",,"SAT","","Retained","","JAJ","General GPS location for site, "
"543",2015,"7/7/2015","Alaska","37 MI",64.854969,-166.086794,"R","6TM","FELG","6TM","FELG","AHY",,"SAT","","Retained","","JAJ","General GPS location for site, "
"544",2015,"7/7/2015","Alaska","37 MI",64.854969,-166.086794,"R","6XN","FELG","6XN","FELG","AHY",,"SAT","","Retained","","JAJ","General GPS location for site, "
"586",2015,"7/17/2015","Alaska","37 MI",64.854969,-166.086794,"R","1AN","FEDG","1AN","FEDG","L",,"","","","","CWW","General GPS location for site, Detected from 34-Mile, but seemed to be still present on 37-Mileadditional observers -  LHD,  NRH, , , "
"587",2015,"7/17/2015","Alaska","37 MI",64.854969,-166.086794,"R","1CC","FEDG","1CC","FEDG","L",,"","","","","CWW","General GPS location for site, Detected from 34-Mile, but seemed to be still present on 37-Mileadditional observers -  LHD,  NRH, , , "
"588",2015,"7/17/2015","Alaska","37 MI",64.854969,-166.086794,"R","1CE","FEDG","1CE","FEDG","L",,"","","","","CWW","General GPS location for site, Detected from 34-Mile, but seemed to be still present on 37-Mileadditional observers -  LHD,  NRH, , , "
"589",2015,"7/17/2015","Alaska","37 MI",64.854969,-166.086794,"R","1CV","FEDG","1CV","FEDG","L",,"","","","","CWW","General GPS location for site, Detected from 34-Mile, but seemed to be still present on 37-Mileadditional observers -  LHD,  NRH, , , "
"590",2015,"7/17/2015","Alaska","37 MI",64.854969,-166.086794,"R","1CX","FEDG","1CX","FEDG","L",,"","","","","CWW","General GPS location for site, Detected from 34-Mile, but seemed to be still present on 37-Mileadditional observers -  LHD,  NRH, , , "
"591",2015,"7/17/2015","Alaska","37 MI",64.854969,-166.086794,"R","1EJ","FEDG","1EJ","FEDG","L",,"","","","","CWW","General GPS location for site, Detected from 34-Mile, but seemed to be still present on 37-Mileadditional observers -  LHD,  NRH, , , "
"592",2015,"7/17/2015","Alaska","37 MI",64.854969,-166.086794,"R","1EL","FEDG","1EL","FEDG","L",,"","","","","CWW","General GPS location for site, Detected from 34-Mile, but seemed to be still present on 37-Mileadditional observers -  LHD,  NRH, , , "
"593",2015,"7/17/2015","Alaska","37 MI",64.854969,-166.086794,"R","1AY","FEDG","1AY","FEDG","L",,"","","","","CWW","General GPS location for site, Detected from 34-Mile, but seemed to be still present on 37-Mileadditional observers -  LHD, , , , "
"594",2015,"7/17/2015","Alaska","37 MI",64.854969,-166.086794,"R","1EY","FEDG","1EY","FEDG","L",,"","","","","CWW","General GPS location for site, Detected from 34-Mile, but seemed to be still present on 37-Mileadditional observers -  LHD, , , , "
"595",2015,"7/20/2015","Alaska","37 MI",64.854969,-166.086794,"R","1CV","FEDG","1CV","FEDG","L",,"","","","","LHD","General GPS location for site, Detected from 34-Mile, but seemed to be still present on 37-Mileadditional observers - , , , , "
"596",2015,"7/20/2015","Alaska","37 MI",64.854969,-166.086794,"R","1CX","FEDG","1CX","FEDG","L",,"","","","","LHD","General GPS location for site, Detected from 34-Mile, but seemed to be still present on 37-Mileadditional observers - , , , , "
"597",2015,"7/11/2015","Alaska","34 MI",64.817709,-166.002074,"R","1AJ","FEDG","1AJ","FEDG","L",,"","","","","NRH","General GPS location for site, Detected from both 34-Mile and 37-Mile on radio. Appears to be possible either across Feather River valley or far down the slope on 34-Mile.additional observers -  LHD,  CWW, , , "
"598",2015,"7/17/2015","Alaska","34 MI",64.817709,-166.002074,"R","1EH","FEDG","1EH","FEDG","L",,"","","","","CWW","General GPS location for site, Detected from the mound on 34-Mile, seemed to be downslope from the ridge road, towards the highway.additional observers - , , , , "
"599",2015,"7/16/2015","Alaska","37 MI",64.854969,-166.086794,"R","1EA","FEDG","1EA","FEDG","AHY",,"","","","","CWW","General GPS location for site, Detected on receiver only. Seemed to be on the ridge to the east of 37-East.additional observers - , , , , "
"600",2015,"7/22/2015","Alaska","37 MI",64.854969,-166.086794,"R","1AN","FEDG","1AN","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on radio receiver from road at Feather River bridgeadditional observers -  NRH,  CWW, , , "
"601",2015,"7/22/2015","Alaska","37 MI",64.854969,-166.086794,"R","1EL","FEDG","1EL","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on radio receiver from road at Feather River bridgeadditional observers -  NRH,  CWW, , , "
"602",2015,"7/22/2015","Alaska","37 MI",64.854969,-166.086794,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","LHD","General GPS location for site, Heard on radio receiver from road at Feather River bridgeadditional observers -  NRH,  CWW, , , "
"603",2015,"7/21/2015","Alaska","37 MI",64.854969,-166.086794,"R","1AN","FEDG","1AN","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on radio receiver from roadadditional observers -  NRH,  CWW, , , "
"604",2015,"7/21/2015","Alaska","34 MI",64.817709,-166.002074,"R","1EH","FEDG","1EH","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on radio receiver from roadadditional observers -  NRH,  CWW, , , "
"605",2015,"7/21/2015","Alaska","37 MI",64.854969,-166.086794,"R","1EJ","FEDG","1EJ","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on radio receiver from roadadditional observers -  NRH,  CWW, , , "
"606",2015,"7/21/2015","Alaska","37 MI",64.854969,-166.086794,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","LHD","General GPS location for site, Heard on radio receiver from roadadditional observers -  NRH,  CWW, , , "
"607",2015,"7/22/2015","Alaska","34 MI",64.817709,-166.002074,"R","1CM","FEDG","1CM","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on radio receiver from roadadditional observers -  NRH,  CWW, , , "
"608",2015,"7/22/2015","Alaska","37 MI",64.854969,-166.086794,"R","1EH","FEDG","1EH","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on radio receiver from roadadditional observers -  NRH,  CWW, , , "
"609",2015,"7/22/2015","Alaska","37 MI",64.854969,-166.086794,"R","1EJ","FEDG","1EJ","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on radio receiver from roadadditional observers -  NRH,  CWW, , , "
"610",2015,"7/23/2015","Alaska","37 MI",64.854969,-166.086794,"R","1AN","FEDG","1AN","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on radio receiver from roadadditional observers -  NRH,  CWW, , , "
"611",2015,"7/23/2015","Alaska","34 MI",64.817709,-166.002074,"R","1CM","FEDG","1CM","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on radio receiver from roadadditional observers -  NRH,  CWW, , , "
"612",2015,"7/23/2015","Alaska","37 MI",64.854969,-166.086794,"R","1EL","FEDG","1EL","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on radio receiver from roadadditional observers -  NRH,  CWW, , , "
"613",2015,"7/24/2015","Alaska","37 MI",64.854969,-166.086794,"R","1AN","FEDG","1AN","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on radio receiver from roadadditional observers -  NRH,  CWW, , , "
"614",2015,"7/24/2015","Alaska","34 MI",64.817709,-166.002074,"R","1CM","FEDG","1CM","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on radio receiver from roadadditional observers -  NRH,  CWW, , , "
"615",2015,"7/15/2015","Alaska","37 MI",64.854969,-166.086794,"R","1EA","FEDG","1EA","FEDG","AHY",,"","","","","CWW","General GPS location for site, Heard on receiver only. Seemed to be east of 37-East. Similar location to yesterday maybe?additional observers - , , , , "
"616",2015,"7/15/2015","Alaska","37 MI",64.854969,-166.086794,"R","1EL","FEDG","1EL","FEDG","L",,"","","","","NRH","General GPS location for site, Heard on receiver only. Seemed to be on 37-East and then moved to 37-Mile.additional observers -  CWW, , , , "
"617",2015,"7/14/2015","Alaska","37 MI",64.854969,-166.086794,"R","1AN","FEDG","1AN","FEDG","L",,"","","","","LHD","General GPS location for site, Heard on receiver only. Seemed to be on 37-East. Never tracked down.additional observers -  NRH,  CWW,  WGH, , "
"618",2015,"7/14/2015","Alaska","37 MI",64.854969,-166.086794,"R","1CV","FEDG","1CV","FEDG","L",,"","","","","CWW","General GPS location for site, Heard on receiver only. Seemed to be somewhere above (to N) of where 1CX was seen.additional observers - , , , , "
"651",2015,"7/14/2015","Alaska","37 MI",64.84531,-166.05882,"R","1CE","FEDG","1CE","FEDG","L",,"","","","","CWW","Hanging out golden plovers.additional observers - , , , , "
"652",2015,"7/14/2015","Alaska","34 MI",64.81903,-166.03529,"R","1CM","FEDG","1CM","FEDG","L",,"","","","","NRH","Heard from behind camp. Tracked down within 100m of roosting 1EH. Bird still downy headed and mostly downy body. Apparently single, and on his own. Was not willing to fly after some light pressure. Looked capable of flight, but we didn't push it.additional observers -  LHD, , , , "
"658",2015,"6/24/2015","Alaska","37 MI",64.85962,-166.07536,"R","6UP","FELG","6UP","FELG","AHY",,"","","","","LHD","In very close proximity to 6EV.additional observers -  VAP, , , , "
"659",2015,"6/24/2015","Alaska","37 MI",64.85962,-166.07536,"R","6EV","FELG","6EV","FELG","AHY",,"","","","","LHD","In very close proximity to 6UP.additional observers -  VAP, , , , "
"665",2015,"7/16/2015","Alaska","37 MI",64.84436,-166.06593,"R","1EX","FEDG","1EX","FEDG","L",,"","","","","CWW","KILLED by Parasitic Jaegers today. After seeing 2 PAJA in the area, CWW tracked down 1EX's radio signal 40 min later, which led him to 2 PAJA feasting on 1EX's carcass…additional observers - , , , , "
"673",2015,"7/4/2015","Alaska","34 MI",64.81569,-166.01505,"R","6JH","FELG","1LM","FEDG","AHY",,"","","","","LHD","Moved quite a bit from earlier in the day.additional observers - , , , , "
"688",2015,"7/19/2015","Alaska","37 MI",64.85995,-166.06076,"R","1CV","FEDG","1CV","FEDG","L",,"","","","","NRH","Never actually observed, but heard strongest signal near where 6JY brood was hanging out. Defintely both 1CV and 1CX present in the same area somewhere near the peak of 37-Mile.additional observers -  LHD, , , , "
"689",2015,"7/19/2015","Alaska","37 MI",64.85995,-166.06076,"R","1CX","FEDG","1CX","FEDG","L",,"","","","","NRH","Never actually observed, but heard strongest signal near where 6JY brood was hanging out. Defintely both 1CV and 1CX present in the same area somewhere near the peak of 37-Mile.additional observers -  LHD, , , , "
"692",2015,"7/10/2015","Alaska","37 MI",64.84441,-166.08011,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","NRH","No chicks observed, but likely heard, and bird was acting broody.additional observers - , , , , "
"697",2015,"7/18/2015","Alaska","37 MI",64.86147,-166.06142,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","LHD","Observed with 2 chicks, 1EK and 1EM. Still doing distraction displays.additional observers -  GJTS, , , , "
"698",2015,"7/19/2015","Alaska","37 MI",64.85995,-166.06076,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","NRH","Observed with 2 flagged chicks that were assumed to be 1EK and 1EM.additional observers -  LHD, , , , "
"699",2015,"6/24/2015","Alaska","37 MI",64.84525,-166.08733,"R","6XN","FELG","6XN","FELG","AHY",,"","","","","NRH","Observed with 2+ chicks. 9-10 days oldadditional observers - , , , , "
"702",2015,"7/21/2015","Alaska","34 MI",64.816226,-166.03633,"R","1AA","FEDG","1AA","FEDG","L",,"","","","","LHD","Observed with flock of AMGPadditional observers -  NRH,  CWW, , , "
"704",2015,"6/11/2015","Alaska","Nome",64.87300236,-166.1405182,"R","6XM","FELG","6XM","FELG","AHY",,"","","","","Olivia Graves","Olivia photographed this bird on 11 June 2015.  It was one of a pair.  Location was described as Nome-Teller Hwy. on large hill before the Woolley Hwy."".  The other bird flew off"
"753",2015,"6/21/2015","Alaska","34 MI",64.82094,-166.03301,"R","6KU","FELG","6KU","FELG","AHY",,"","","","","JTP","Photographed by Jan Tandrup Petersen with brood. Never seen again the rest of the season!additional observers - , , , , "
"754",2015,"7/7/2015","Alaska","34 MI",64.81617,-166.01718,"R","1AH","FEDG","1AH","FEDG","AHY",,"SAT","","New","","LHD","PinPoint deployed todayadditional observers -  NRH,  CWW,  WGH,  LTC, "
"755",2015,"7/5/2015","Alaska","34 MI",64.82484,-166.03148,"R","6LX","FELG","6LX","FELG","AHY",,"SAT","","New","","LHD","PinPoint deployed todayadditional observers -  NRH,  CWW, , , "
"756",2015,"7/5/2015","Alaska","34 MI",64.81501,-165.99719,"R","6UY","FELG","6UY","FELG","AHY",,"SAT","","New","","LHD","PinPoint deployed todayadditional observers -  NRH,  CWW, , , "
"763",2015,"7/15/2015","Alaska","37 MI",64.84285,-166.06589,"C","1CE","FEDG","1CE","FEDG","L",,"","","","","CWW","Radio deployedadditional observers -  LHD,  WGH, , , "
"764",2015,"7/15/2015","Alaska","37 MI",64.84285,-166.06589,"R","1EY","FEDG","1EY","FEDG","L",,"","","","","CWW","Radio deployedadditional observers -  LHD,  WGH, , , "
"765",2015,"7/9/2015","Alaska","37 MI",64.84178,-166.08652,"R","1AV","FEDG","1AV","FEDG","L",,"","","","","LHD","Radio deployedadditional observers -  NRH, , , , "
"766",2015,"7/9/2015","Alaska","37 MI",64.84178,-166.08652,"R","1AX","FEDG","1AX","FEDG","L",,"","","","","LHD","Radio deployedadditional observers -  NRH, , , , "
"768",2015,"6/28/2015","Alaska","34 MI",64.81756,-166.00668,"R","6JH","FELG","1LM","FEDG","AHY",,"","","","","LHD","Radio wearing well, no chicks observed after 10 min. Acting broody though.additional observers -  VAP, , , , "
"769",2015,"7/17/2015","Alaska","34 MI",64.81934,-166.03763,"R","1CM","FEDG","1CM","FEDG","L",,"","","","","NRH","Re-captured briefly to re-attach radioadditional observers -  LHD,  CWW,  GJTS, , "
"779",2015,"6/28/2015","Alaska","34 MI",64.81848,-165.99741,"R","1AH","FEDG","1AH","FEDG","AHY",,"","","","","NRH","Seen flying well today. Didn't take time to locate chicks, but seemed broody.additional observers -  LTC, , , , "
"781",2015,"7/9/2015","Alaska","37 MI",64.8441,-166.08234,"R","6XT","FELG","6XT","FELG","AHY",,"SAT","","Retained","","LHD","Seen foraging with 6VM. No response to chick call.additional observers -  NRH,  CWW, , , "
"782",2015,"7/9/2015","Alaska","37 MI",64.8441,-166.08234,"R","6VM","FELG","6VM","FELG","AHY",,"","","","","LHD","Seen foraging with 6XT. No response to chick call.additional observers -  NRH,  CWW, , , "
"786",2015,"6/27/2015","Alaska","Tombstone",64.93821,-166.20862,"R","6JJ","FELG","6JJ","FELG","AHY",,"","","","","LHD","Seen in close proximity to 6HX. Foraging contently while 6HX was running around calling. Maybe on incubation break?additional observers -  NRH,  VAP, , , "
"787",2015,"6/28/2015","Alaska","34 MI",64.80927,-165.95491,"R","MV","FEDG","MV","FEDG","AHY",,"","","","","LHD","Seen in close proximity to 6VA! First WA bird! Just chilling. Looked like a male maybe? Possible on incubation break?additional observers -  NRH,  VAP,  LTC, , "
"789",2015,"6/24/2015","Alaska","Tombstone",64.9406,-166.20874,"R","6XH","FELG","6XH","FELG","AHY",,"","","","","LHD","Seen in flock of REKN with 6JJ and possible chick.additional observers -  NRH,  VAP, , , "
"793",2015,"6/24/2015","Alaska","Tombstone",64.93253,-166.20467,"R","6HY","FELG","1KY","FEDG","AHY",,"GEO","","Retained","","LHD","Seen with 1 chick ~2 days old.additional observers -  NRH,  VAP, , , "
"794",2015,"7/4/2015","Alaska","34 MI",64.8099,-165.95818,"R","6HV","FELG","6HV","FELG","AHY",,"","","","","LHD","Seen with 1 chick. Chick small.additional observers -  WGH, , , , "
"795",2015,"7/15/2015","Alaska","37 MI",64.86456,-166.06891,"R","6EV","FELG","6EV","FELG","AHY",,"SAT","","Retained","","NRH","Seen with 1CV, 1CX, and 3 UNB chicks. When I played the chick call, 6EV walked towards me briefly but did not come closer than 20m. He then did a distraction display from that distance following by a tail-down flight away. 2 chicks flew after him. He thenadditional observers - , , , , "
"796",2015,"6/26/2015","Alaska","34 MI",64.81629,-166.00124,"R","6UY","FELG","6UY","FELG","AHY",,"","","","","LHD","Seen with 2 chicks 10-12 days oldadditional observers -  NRH,  VAP,  LTC, , "
"797",2015,"7/8/2015","Alaska","37 MI",64.84197,-166.08383,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","NRH","Seen with 2 chicks 10-12 days oldadditional observers - , , , , "
"798",2015,"6/26/2015","Alaska","34 MI",64.81047,-165.955,"R","6VA","FELG","6VA","FELG","AHY",,"","","","","LHD","Seen with 2 chicks 2 days old.additional observers -  NRH,  VAP,  LTC, , "
"799",2015,"6/24/2015","Alaska","34 MI",64.82362,-166.03636,"R","6UM","FELG","6UM","FELG","AHY",,"GEO","","Retained","","LHD","Seen with 2 chicks in very close proximity with 6LX. CAPTURED and geo removed.additional observers -  NRH,  VAP, , , "
"802",2015,"7/9/2015","Alaska","37 MI",64.84395,-166.06029,"R","6UP","FELG","6UP","FELG","AHY",,"SAT","","Retained","","CWW","Seen with 2 chicks.additional observers - , , , , "
"803",2015,"7/12/2015","Alaska","37 MI",64.84912,-166.05846,"R","1EA","FEDG","1EA","FEDG","AHY",,"","","","","NRH","Seen with 2 chicks: Banded bird (likely 1EC) and 1 UNB. Radio looks good. Very responsive to chick call, at least initially. Interest fell off and after seeing the chicks, I realized that I was not very close to them at all when playing the call. Could haadditional observers - , , , , "
"804",2015,"6/23/2015","Alaska","34 MI",64.81679,-166.00095,"R","6UY","FELG","6UY","FELG","AHY",,"","","","","NRH","Seen with 2+ chicks ~6 d.o.additional observers -  VAP, , , , "
"805",2015,"7/4/2015","Alaska","34 MI",64.81468,-165.99033,"R","1AH","FEDG","1AH","FEDG","AHY",,"","","","","NRH","Seen with 3 chicks.additional observers -  LTC, , , , "
"806",2015,"7/9/2015","Alaska","37 MI",64.84247,-166.09344,"R","6XN","FELG","6XN","FELG","AHY",,"SAT","","Retained","","LHD","Seen with 3 chicks.additional observers - , , , , "
"807",2015,"7/11/2015","Alaska","37 MI",64.84209,-166.06369,"R","6UP","FELG","6UP","FELG","AHY",,"SAT","","Retained","","LHD","Seen with 3 chicks: 1AT, 1AV, and 1CCadditional observers -  NRH,  CWW,  WGH, , "
"808",2015,"7/11/2015","Alaska","37 MI",64.84496,-166.08348,"R","1AU","FEDG","1AU","FEDG","AHY",,"SAT","","Retained","","LHD","Seen with 3 chicks: 1AX, 1AN, and 1UNB. Captured the UNB chick and banded/radioed it 1CY and captured 1AN and RADIOED it.additional observers -  NRH,  CWW,  WGH, , "
"810",2015,"6/22/2015","Alaska","34 MI",64.82244,-166.03534,"R","6LX","FELG","6LX","FELG","AHY",,"","","","","LHD","Seen with 3+ chicks 3-4 d.o.additional observers -  NRH,  VAP, , , "
"811",2015,"6/24/2015","Alaska","34 MI",64.8213,-166.03806,"R","6JH","FELG","1LM","FEDG","AHY",,"","","","","LHD","Seen with 3+ chicksadditional observers -  NRH,  VAP, , , "
"812",2015,"7/9/2015","Alaska","37 MI",64.84276,-166.08282,"R","6TM","FELG","6TM","FELG","AHY",,"SAT","","Retained","","LHD","Seen with 4 chicks.additional observers -  NRH,  CWW, , , "
"813",2015,"6/24/2015","Alaska","34 MI",64.82362,-166.03636,"R","6LX","FELG","6LX","FELG","AHY",,"","","","","LHD","Seen with 4 chicksadditional observers -  NRH,  VAP, , , "
"814",2015,"7/11/2015","Alaska","37 MI",64.8428,-166.08388,"R","6TM","FELG","6TM","FELG","AHY",,"SAT","","Retained","","LHD","Seen with 5 chicks today! 1EY, 1EX, 1CE, 1AY, and 1 UNB. Captured the UNB bird and flagged/banded as 1EH. Might be one of 6XN's chicks?additional observers -  NRH,  CWW,  WGH, , "
"817",2015,"6/24/2015","Alaska","Tombstone",64.9406,-166.20874,"R","6JJ","FELG","6JJ","FELG","AHY",,"","","","","LHD","Seen with 6XH and possible chick (Red or white/Metal)additional observers -  NRH,  VAP, , , "
"819",2015,"6/22/2015","Alaska","34 MI",64.82244,-166.03534,"R","6JH","FELG","1LM","FEDG","AHY",,"","","","","LHD","Seen with chicks, unknown numberadditional observers -  NRH,  VAP, , , "
"823",2015,"7/16/2015","Alaska","37 MI",64.8656,-166.06587,"R","6EV","FELG","6EV","FELG","AHY",,"SAT","","Retained","","NRH","Seen with four chicks today. 1CV, 1CX, 1UNB. Attempted to capture theadditional observers -  LHD,  GJTS, , , "
"824",2015,"7/8/2015","Alaska","37 MI",64.84158,-166.08475,"R","6TM","FELG","6TM","FELG","AHY",,"SAT","","Retained","","NRH","Seen with four chicks. Watched them all take off at once and fly out of sight after some observations.additional observers -  CWW, , , , "
"825",2015,"7/12/2015","Alaska","37 MI",64.84807,-166.05675,"R","6EV","FELG","6EV","FELG","AHY",,"SAT","","Retained","","NRH","Seen with his (presumably) same four chicks. 1CX, 1CV, and 2UNB. Still very responsive to chick call when played in proximity to chicks.additional observers - , , , , "
"826",2015,"7/14/2015","Alaska","37 MI",64.84828,-166.02893,"R","1EA","FEDG","1EA","FEDG","AHY",,"","","","","CWW","Seen with one banded chick (probably 1EC) and 3 UNB chicks and an UNB male REKN attending at least some portion of those 3 UNB chicks.additional observers - , , , , "
"828",2015,"7/4/2015","Alaska","34 MI",64.81846,-166.00264,"R","6JH","FELG","1LM","FEDG","AHY",,"","","","","LHD","Seen with one chick. Doing lots of flying but still fairly responsive to chick call.additional observers -  NRH,  VAP,  CWW,  LTC,  WGH"
"830",2015,"6/23/2015","Alaska","34 MI",64.8131,-165.9623,"R","6EC","FELG","6EC","FELG","AHY",,"","","","","LHD","Seen with single golden plover and UNB REKN. Observed doing tail up displays, whining, and nest scrape displays to UNB REKN, which appeared to be a female intent on foraging.additional observers -  NRH,  VAP, , , "
"831",2015,"7/12/2015","Alaska","37 MI",64.84088,-166.06602,"R","6TM","FELG","6TM","FELG","AHY",,"SAT","","Retained","","NRH","Seen with the same 5 chicks as yesterday. When the chick call was played, the bird was still very responsive and came in to do distraction displays. I played call from about 20m from chick location.additional observers - , , , , "
"832",2015,"7/8/2015","Alaska","37 MI",64.84341,-166.08688,"R","6XN","FELG","6XN","FELG","AHY",,"SAT","","Retained","","NRH","Seen with three chicks.additional observers -  CWW, , , , "
"835",2015,"7/21/2015","Alaska","Safety",64.467,-164.74492,"R","1AV","FEDG","1AV","FEDG","HY",,"","","","","LHD","Seen with three other HY birds on beach near Safety Sound bridge.additional observers -  NRH,  CWW, , , "
"836",2015,"7/9/2015","Alaska","37 MI",64.84151,-166.08582,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","NRH","Seen with two 12+ d.o. chicks.additional observers - , , , , "
"872",2015,"7/14/2015","Alaska","37 MI",64.84512,-166.09135,"R","1AV","FEDG","1AV","FEDG","L",,"","","","","LHD","Three juvenile REKN flew over while CWW was watching flock. Flew west out of sight.additional observers -  NRH,  CWW,  WGH, , "
"873",2015,"7/14/2015","Alaska","37 MI",64.84512,-166.09135,"R","1AX","FEDG","1AX","FEDG","L",,"","","","","LHD","Three juvenile REKN flew over while CWW was watching flock. Flew west out of sight.additional observers -  NRH,  CWW,  WGH, , "
"874",2015,"7/14/2015","Alaska","37 MI",64.84512,-166.09135,"R","1CC","FEDG","1CC","FEDG","L",,"","","","","LHD","Three juvenile REKN flew over while CWW was watching flock. Flew west out of sight.additional observers -  NRH,  CWW,  WGH, , "
"875",2015,"7/14/2015","Alaska","37 MI",64.84512,-166.09135,"R","1CY","FEDG","1CY","FEDG","L",,"","","","","LHD","Three juvenile REKN flew over while CWW was watching flock. Flew west out of sight.additional observers -  NRH,  CWW,  WGH, , "
"876",2015,"7/14/2015","Alaska","37 MI",64.84512,-166.09135,"R","1EH","FEDG","1EH","FEDG","L",,"","","","","LHD","Three juvenile REKN flew over while CWW was watching flock. Flew west out of sight.additional observers -  NRH,  CWW,  WGH, , "
"882",2015,"6/27/2015","Alaska","Tombstone",64.93821,-166.20862,"R","6HX","FELG","6HX","FELG","AHY",,"","","","","LHD","Took 10 min to find chicks, but finally saw them from a distance. Found 2 of them. They were 2-3 days old. Decided not to radio adult.additional observers -  NRH,  VAP, , , "
"883",2015,"7/11/2015","Alaska","37 MI",64.84496,-166.08348,"R","1AN","FEDG","1AN","FEDG","L",,"","","","","LHD","Towards the end of the process time, it was noted that this bird had some relatively severe wing cramps. Could not full extend wings on its own. When released, bird tried to flap, but fell backwards… Will check up on tomorrow. NOTE: the next day the birdadditional observers -  NRH,  CWW,  WGH, , "
"890",2015,"7/11/2015","Alaska","37 MI",64.84209,-166.06369,"R","6EV","FELG","6EV","FELG","AHY",,"SAT","","Retained","","LHD","Very flighty today. Seen in loose association with 1CX, 1CV, and 2 UNB.additional observers -  NRH,  CWW,  WGH, , "
"891",2015,"7/15/2015","Alaska","37 MI",64.86189,-166.06818,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","NRH","Very responsive to chick call, coming to within 4m to do distraction display. Seen with 2 chicks estimated at 18 d.o. I pressured one enough to confirm that it could not fly.additional observers - , , , , "
"949",2015,"7/12/2015","Alaska","37 MI",64.84407,-166.07108,"R","1AN","FEDG","1AN","FEDG","L",,"","","","","NRH","When pressured, bird fluttered up and appeared to be fully capable of flight.additional observers - , , , , "
"1045",2015,"6/30/2015","Alaska","34 MI",64.81552,-166.0127,"R","1AH","FEDG","1AH","FEDG","AHY",,"","","","","JAJ",""
