"","Year","Date","Region","PlotID","Latitude","Longitude","EncounterType","FlagCode","FlagColor","CurrentFlagCode","CurrentFlagColor","Age","Sex","TrackerType1","TrackerType2","TrackerStatus1","TrackerStatus2","Observer","Comments"
"749",2014,"7/5/2014","Alaska","Barrel",64.71037,-165.76273,"C","6HU","FELG","6HU","FELG","L",,"","","","","JBB","Part of 6HN's 2 chick brood.additional observers - , , , , "
"750",2014,"7/5/2014","Alaska","Tombstone",64.93752,-166.20981,"C","6HK","FELG","6HK","FELG","L",,"","","","","JBB","Part of 6HX's 3 chick brood.additional observers - , , , , "
"751",2014,"7/5/2014","Alaska","Tombstone",64.93752,-166.20981,"C","6HL","FELG","6HL","FELG","L",,"","","","","JBB","Part of 6HX's 3 chick brood.additional observers - , , , , "
"752",2014,"7/5/2014","Alaska","Tombstone",64.93752,-166.20981,"C","6HM","FELG","6HM","FELG","L",,"","","","","LHD","Part of 6HX's 3 chick brood.additional observers - , , , , "
"759",2014,"7/5/2014","Alaska","Barrel",64.71037,-165.76273,"C","6HN","FELG","6HN","FELG","AHY",,"","","","","LHD","R1 on left missing; R1 on right newer. R4 on right newer. Captured with 2 chicks 16-18 days old.additional observers - , , , , "
"760",2014,"7/6/2014","Alaska","Knob",64.581907,-165.567055,"C","6TY","FELG","6TY","FELG","AHY",,"","","","","NRH","r1 on R and r2 on L newer. 4 flighted chicks. Responsive to chick call.additional observers - , , , , "
"772",2014,"3/25/2014","Mexico","Golfo de Santa Clara",31.68084879,-114.4941044,"R","6HC","FELG","6HC","FELG","AHY",,"GEO","","Retained","","Laura Gabriela Gutierrez Morales","Reobservado tambi√©n por  Adriana Hern√°ndez Alvarez

Diversas reobservaciones en el mismo sitio 

03/25/2014 16:59
04/08/2014 09:40 "
"774",2014,"7/5/2014","Alaska","Feather East",64.84048,-165.91093,"R","6VL","FELG","6VL","FELG","AHY",,"","","","","NRH","Saw one chick, but quite possibly more present. Attempted to capture but it hid and then we gave up.additional observers -  JAJ, , , , "
"775",2014,"5/28/2014","Alaska","34 MI",64.82265,-166.04085,"R","6UM","FELG","6UM","FELG","AHY",,"GEO","","Retained","","NRH","Seemed to be unpaired, displayed once and landed.additional observers - , , , , "
"776",2014,"6/24/2014","Alaska","34 MI",64.82372,-166.03729,"R","6XM","FELG","6XM","FELG","AHY",,"","","","","NRH","Seen acting strangly: distraction displays and heavy responses to chick call. Possibly lost his brood?additional observers -  WGH,  LHD, , , "
"777",2014,"6/1/2014","Alaska","Tombstone",64.94087,-166.20782,"R","6HX","FELG","6HX","FELG","AHY",,"GEO","","Retained","","LHD","Seen briefly.additional observers - , , , , "
"780",2014,"6/7/2014","Alaska","34 MI",64.81418,-165.94998,"R","6HH","FELG","6HH","FELG","AHY",,"GEO","","Retained","","NRH","Seen foraging alone.additional observers - , , , , "
"784",2014,"6/5/2014","Alaska","34 MI",64.82282,-166.0414,"R","6UN","FELG","6UN","FELG","AHY",,"","","","","LHD","Seen foraging with mate. Possible nest failure?additional observers - , , , , "
"785",2014,"6/25/2014","Alaska","34 MI",64.8205,-166.04736,"R","6HP","FELG","6HP","FELG","AHY",,"","","","","NRH","Seen hanging around 6UN and brood. Seemed kind of strange.additional observers -  WGH,  LHD, , , "
"788",2014,"6/5/2014","Alaska","34 MI",64.8231,-166.04196,"R","6LX","FELG","6LX","FELG","AHY",,"GEO","","Retained","","NRH","Seen in dispute with 6UM near the western corner of the ridge road.additional observers - , , , , "
"791",2014,"6/7/2014","Alaska","34 MI",64.82288,-166.04103,"R","6UM","FELG","6UM","FELG","AHY",,"GEO","","Retained","","Random photographer from Tacoma. Keith?","Seen near western corner of ridge road.additional observers - , , , , "
"792",2014,"6/28/2014","Alaska","34 MI",64.82303,-166.0437,"R","6UM","FELG","6UM","FELG","AHY",,"GEO","","Retained","","NRH","Seen sleeping just off of ridge road.additional observers -  WGH,  LHD,  JBB, , "
"800",2014,"7/3/2014","Alaska","34 MI",64.8245,-166.04236,"R","6UU","FELG","6UU","FELG","AHY",,"","","","","LHD","Seen with 2 chicks. Chicks flagged today.additional observers -  WGH,  JBB, , , "
"801",2014,"7/3/2014","Alaska","34 MI",64.82213,-166.05199,"R","6UN","FELG","6UN","FELG","AHY",,"","","","","LHD","Seen with 2 chicks.additional observers -  WGH,  JBB, , , "
"820",2014,"7/3/2014","Alaska","37 MI",64.85098,-166.08269,"R","6XN","FELG","6XN","FELG","AHY",,"","","","","LHD","Seen with FIVE chicks. All chicks captured and flagged. DNA blood also taken.additional observers -  WGH,  JBB, , , "
"821",2014,"6/25/2014","Alaska","34 MI",64.8205,-166.04736,"R","6UN","FELG","6UN","FELG","AHY",,"","","","","NRH","Seen with four chicks along the ridge road pretty far downslope. 6HP hanging out close by. Kind of weird behavior?additional observers -  WGH,  LHD, , , "
"822",2014,"7/3/2014","Alaska","34 MI",64.82397,-166.03619,"R","6LX","FELG","6LX","FELG","AHY",,"","","","","JAJ","Seen with four chicks near campadditional observers -  NRH, , , , "
"827",2014,"6/23/2014","Alaska","34 MI",64.85235,-166.07938,"R","6TE","FELG","6TE","FELG","AHY",,"","","","","NRH","Seen with one chick. Capture attempted. Stiff breeze, but the bird never really got under the net. Tried angled net and flushing it into net, and also a failed net gun attempt.additional observers -  WGH,  LHD, , , "
"833",2014,"7/3/2014","Alaska","34 MI",64.82038,-166.01735,"R","6UY","FELG","6UY","FELG","AHY",,"","","","","JAJ","Seen with three chicks.additional observers -  NRH, , , , "
"834",2014,"7/3/2014","Alaska","34 MI",64.82274,-166.03453,"R","6XJ","FELG","6XJ","FELG","AHY",,"","","","","LHD","Seen with three chicks.additional observers -  WGH,  JBB, , , "
"837",2014,"6/25/2014","Alaska","34 MI",64.82169,-166.03696,"R","6UU","FELG","6UU","FELG","AHY",,"","","","","NRH","Seen with two chicks along road. Chicks captured and measured.additional observers -  WGH,  LHD, , , "
"838",2014,"6/24/2014","Alaska","34 MI",64.82165,-166.0369,"R","6UU","FELG","6UU","FELG","AHY",,"","","","","NRH","Seen with two chicks near road.additional observers - , , , , "
"840",2014,"7/3/2014","Alaska","34 MI",64.81468,-165.94759,"R","6VA","FELG","6VA","FELG","AHY",,"","","","","JAJ","Seen with two chicks.additional observers -  NRH, , , , "
"842",2014,"6/28/2014","Alaska","34 MI",64.82303,-166.0437,"R","6UU","FELG","6UU","FELG","AHY",,"","","","","NRH","Seen with two chicks.additional observers -  WGH,  LHD,  JBB, , "
"849",2014,"5/23/2014","Alaska","34 MI",64.82246,-166.0354,"R","6UM","FELG","6UM","FELG","AHY",,"GEO","","Retained","","LHD","Single stilladditional observers - , , , , "
"854",2014,"5/30/2014","Alaska","34 MI",64.82246,-166.03535,"R","6UM","FELG","6UM","FELG","AHY",,"GEO","","Retained","","JAJ","Single, sleeping.additional observers - , , , , "
"859",2014,"5/30/2014","Alaska","34 MI",64.81805,-166.01796,"R","6JH","FELG","1LM","FEDG","AHY",,"","","","","LHD","Singleadditional observers - , , , , "
"860",2014,"6/4/2014","Alaska","34 MI",64.8205,-166.03366,"R","6UM","FELG","6UM","FELG","AHY",,"GEO","","Retained","","LHD","Still displaying a lot, likely single.additional observers -  NRH,  JAJ, , , "
"862",2014,"6/5/2014","Alaska","34 MI",64.8205,-166.03366,"R","6UM","FELG","6UM","FELG","AHY",,"GEO","","Retained","","LHD","Still single and displaying a lot around camp.additional observers - , , , , "
"863",2014,"6/27/2014","Alaska","34 MI",64.82307,-166.03462,"R","6UM","FELG","6UM","FELG","AHY",,"GEO","","Retained","","NRH","Still single. Not really responsive to chick call. Don't know how we'll catch this oneÖadditional observers -  WGH,  LHD,  JBB, , "
"864",2014,"6/1/2014","Alaska","34 MI",64.82228,-166.03522,"R","6UM","FELG","6UM","FELG","AHY",,"GEO","","Retained","","NRH","Still single.additional observers -  LHD, , , , "
"865",2014,"6/2/2014","Alaska","34 MI",64.82172,-166.03683,"R","6UM","FELG","6UM","FELG","AHY",,"GEO","","Retained","","LHD","Still single.additional observers -  NRH,  JAJ, , , "
"866",2014,"6/3/2014","Alaska","34 MI",64.8205,-166.03366,"R","6UM","FELG","6UM","FELG","AHY",,"GEO","","Retained","","LHD","Still singleadditional observers -  NRH,  JAJ, , , "
"868",2014,"7/3/2014","Alaska","34 MI",64.8245,-166.04236,"R","6XM","FELG","6XM","FELG","AHY",,"","","","","LHD","Still very responsive to chick call, but no chicks detected. :(additional observers -  WGH,  JBB, , , "
"887",2014,"5/26/2014","Alaska","34 MI",64.81621,-166.019,"R","6JH","FELG","1LM","FEDG","AHY",,"","","","","LHD","Unpairedadditional observers - , , , , "
"888",2014,"5/26/2014","Alaska","Tombstone",64.94558,-166.2061,"R","6JJ","FELG","6JJ","FELG","AHY",,"","","","","LHD","Unpairedadditional observers - , , , , "
"899",2014,"6/29/2014","Alaska","34 MI",64.81227,-165.96359,"R","6HJ","FELG","6HJ","FELG","AHY",,"GEO","","Removed","","LHD","WAS 6JP. Captured with 6KP's brood, believe it or not. After release of 6KP, he was slow to re-find his brood. As we watched 6KP's brood, 6HJ (who had been circling JAJ with his chick call previously) came in and started brooding 6KP's brood! They then waadditional observers - , , , , "
"901",2014,"6/20/2014","Alaska","34 MI",64.80994,-165.95451,"R","6HJ","FELG","6HJ","FELG","AHY",,"GEO","","Retained","","LHD","WAS 6JP. Foraging with flock of plovers as well as 6HE and 6EHadditional observers -  WGH, , , , "
"906",2014,"7/3/2014","Alaska","34 MI",64.81361,-165.93892,"R","6HJ","FELG","6HJ","FELG","AHY",,"","","","","JAJ","WAS 6JP. Seen with one chick ca. 8 days old. 6KJ foraging nearby.additional observers -  NRH, , , , "
"908",2014,"6/7/2014","Alaska","34 MI",64.81347,-165.96442,"R","6HJ","FELG","6HJ","FELG","AHY",,"GEO","","Retained","","NRH","WAS 6JP. Singly foraging near peak. Chased off by 6EC several times whenever they got close. Never observed long enough to learn much.additional observers - , , , , "
"917",2014,"6/20/2014","Alaska","34 MI",64.80994,-165.95451,"R","6HE","FELG","6HE","FELG","AHY",,"GEO","","Retained","","LHD","WAS 6JV. Foraging with flock of plovers as well as 6EH and 6HJadditional observers -  WGH, , , , "
"920",2014,"6/4/2014","Alaska","34 MI",64.81271,-165.9489,"R","6HV","FELG","6HV","FELG","AHY",,"GEO","","Removed","","LHD","WAS 6KV. Captured on nest today. Geo removed. Brood patches vacularized. LHD bleed = good. Full AIV, BBP, and DNAadditional observers -  NRH, , , , "
"923",2014,"6/3/2014","Alaska","34 MI",64.81492,-165.9492,"R","6HV","FELG","6HV","FELG","AHY",,"GEO","","Retained","","NRH","WAS 6KV. Foraging, apparently on incubation break. His nest was being incubated by the female.additional observers - , , , , "
"924",2014,"5/31/2014","Alaska","34 MI",64.81239,-165.94911,"R","6HV","FELG","6HV","FELG","AHY",,"GEO","","Retained","","NRH","WAS 6KV. Found paired, but then split from female for several hours. Female found incubating one egg in old nest: ""JAJ01 1""additional observers - , , , , "
"947",2014,"5/30/2014","Alaska","34 MI",64.81764,-166.01225,"R","6EA","FELG","6EA","FELG","AHY",,"","","","","LHD","Was single, but likely incubating?additional observers - , , , , "
"976",2014,"5/31/2014","Alaska","34 MI",64.81293,-165.96591,"R","6KJ","FELG","6KJ","FELG","AHY",,"GEO","","Retained","","JAJ","Yellow geo! Paired with 6EC just west of peak. Did not observe long due to time constraintsadditional observers - , , , , "
"1092",2014,"4/8/2014","Mexico","Golfo de Santa Clara",31.68084879,-114.4941044,"R","6HC","FELG","6HC","FELG","AHY",,"GEO","","Retained","","Laura Gabriela Gutierrez Morales",""
"1093",2014,"7/3/2014","Alaska","34 MI",64.82274,-166.03453,"C","6VY","FELG","6VY","FELG","L",,"","","","","LHD",""
"1094",2014,"7/3/2014","Alaska","34 MI",64.8245,-166.04236,"C","6XK","FELG","6XK","FELG","L",,"","","","","JBB",""
"1095",2014,"7/3/2014","Alaska","34 MI",64.8245,-166.04236,"C","6XL","FELG","6XL","FELG","L",,"","","","","JBB",""
"1096",2014,"7/3/2014","Alaska","37 MI",64.84935,-166.0938,"C","6XU","FELG","6XU","FELG","L",,"","","","","JBB",""
"1097",2014,"7/6/2014","Alaska","Knob",64.581907,-165.567055,"C","6TX","FELG","6TX","FELG","L",,"","","","","JAJ",""
